text,sentiment
May nagsasabing iligaw sila kasi baka dumami at marami kaming pakakainin pero ayaw ng lola ko.,1
"“Buti ka pa! Ako, hindi pa pinapayagang lumabas nang mag-isa.”",1
"“Kulang na ang panggastos para sa data, mas mahirap pa kung walang gadget.”",1
"Nakipaglaro kami sa kanila ngunit batid kong malapit na pala silang umalis sa resort, malungkot ang kanilang naunang pag-alis ngunit may masayang alaala.",1
Nakatulog sa byahe ang mga nakababata naming pinsan.,1
Alas-otso na ng gabi nang kami’y kumain ng hapunan.,1
"“Napakahirap pa namang mag-aral ‘pag ganito, hindi masyadong naipapaliwanag ng guro ang mga takdang-aralin.”",1
“Bukod pa sa mahinang internet sa karagatan.”,1
“Nababahala ang mga batang pugita sa malalim na karagatan dahil sa isang pandemya ang tumama sa paligid at sa pag-agos ng panahon ay may pangamba na tumagal ang pandemya.”,1
"Pero pagkarating namin doon ay nagsimulang umulan kaya’t hindi kami makapasok.""",1
"""Subalit kami ay sumama sa aking pinsan na si Kaele sa Singapore.""",1
"""Pagkatapos kong mag-stay kina Kaele ay pupunta ako sa aking mommy.""",1
"""Minsan ay bumibisita pa kami sa kanyang mga kaibigan.""",1
"""Pero minsan ay napagsasabihan din ako ni lola.""",1
"""“Isang beses, habang may kausap si lola...""",1
"Hindi ko na po uulitin ‘yon.""",1
"""“Kapag hindi mo niligpit ang mga laruan mo pagkatapos gamitin ay wawalisin kong lahat ng nakakalat sa sahig.”""",1
"""Tinawag ni Tatay Ador ang buong pamilya at sinabing, “Hindi na matutuloy ang ating bakasyon.""",1
"""Pero bago niya pa sabihin, nakita niya na may nang-aapi na aso sa mga pusa.""",1
Nakatago ka lang pala rito sa kwarto mo.” ,1
"Nagulat si Mila nang nakita niya ang kanyang nanay.""",1
"Sa hina ng boses ni Mila, hindi narinig ng dalawang aso ang sinabi niya.""",1
"""Okay lang iyon basta’t hindi sumusobra dahil wala namang tao o aso na hindi nagkakamali.""",1
"""Pagkalipas ng ilang buwan, hindi na pinapakain ni Filix ang kaniyang mga alagang hayop.""",1
"""Si Filix kasi ay lagi nang naglalaro sa kaniyang tablet.""",1
"""Ngunit hindi niya pinansin ang kanyang tatay, at patuloy lang na naglalaro sa kaniyang tablet.""",1
"""Lahat sila’y nag-uubuhan dahil sa makapal na usok.""",1
"""Nang sila ay umalis, binuhat ko si Lala pauwi upang gamutin ang mga sugat niya."" ",1
" Naghintay ako na ibalik ni Lala ang bola, ngunit walang dumating na Lala.",1
" “Lala, saan ka na ba nagpunta? Hinahanap na kita.”",1
 Nasaan ka na kaya?,1
 Nagsimula na akong mag-alala at gustung-gusto ko nang makita si Lala.,1
"""“Lala, ikaw na ba yan?” Hinabol ko ang tunog at nakita ko si Lala na may kasamang apat na lalaking nang-aaway at nambabato sa kanya."" ",1
Sandosenang kamay ang sabay-sabay na kumakaway.,1
"Sandosenang ""Ingat ka!"" at ""Babay!""",1
Sandosenang retrato ang aming pabaon.,1
Siguradong hindi kami makalilimutan ni Kuya.,1
Lalo na ang magagandang alaala na hihigit pa sa sandosena.,1
Isang mag-asawang talagang nakatutuwa iyan sina Lolo 'Un Momento' at Lola 'Apura'.,1
"Sa edad na walumpu, sila ay kapuwa malusog at masigla!",1
Masipag at maagap si Lola-- ayaw na ayaw niyang mahuhuli sa umaga.,1
"""Pagkarating namin doon ay nagsimulang umulan kaya’t hindi kami makapasok.""",1
"Iniwan na rin siya ng kanyang mga kawal at mga utusan, maliban kay Senyang Kusinera na nanatiling tapat sa kanya.",1
 Kung ang pagkaing itinatapon ninyo ay ipinakakain ko na lang sana sa kanila hindi lamang sila matutuwa kundi matutugunan ko pa ang pangangailangan nila para lumaki silang malulusog.,1
Lalo akong guminhawa sa bawat himas ni Nanay.,1
Pumunta ako kay Nanay at humawak sa kamay niya.,1
"Pakiramdam ko, kahit kailan, ayaw ko nang bumitiw pa.",1
Sandosenang ngiti ang bumabati sa akin tuwing umaga.,1
Sandosena ang kalaro ko ng taguan sa plasa.,1
Sandosena ang katulong ko sa pagwawalis ng kalat.,1
Sandosenang titser ang nagturo sa akin magbasa at magsulat.,1
Sandosenang doktor din ang gumagamot kapag ako'y may lagnat.,1
"Pag malungkot naman, sandosenang masasayang kuwento.",1
"""Kung maaari mong hikayatin ang iyong ama na magtanim ng mas maraming puno ng saging, para maging sagana para sa ating lahat.",1
"""Mahusay na kapitan ang aking tatay, kaya nga ipinangalan sa kaniya ang ating kalye.""",1
"""Kung pakakawalan mo ako, bibigyan kita ng gintong singsing,"" sabi ng buwaya.",1
"""Noong ako ay bago, sabi ng sumbrero, ""sinusuot ako ng aking panginoon na may buong pagmamalaki sa lungsod.",1
"Lilikhain ko ang sanlibutan,"" sabi ni Tungkung Langit, ang lalaking bathala.",1
"Tutulungan kita,"" alok ni Alunsina, ang babaing bathala.",1
"Bayaan mo, igagawa kita ng kidlat at kulog.""",1
"Pagkahalik sa aming dalawa, pinaupo kami ni Nanay sa kusina.",1
"""At tandaan mo, hating kapatid.""",1
May walong piraso.,1
"""Maari ba kitang makalimutan, e ikaw ang pinakamahalaga sa akin?"" ang amo ni Nanay, sabay yakap sa akin.",1
Laking gulat ko nang makita kong wala pa si Nanay sa bangko!,1
"Noong isang araw nga, bumisita kami sa palasyo sa may sapa...at meron pang parti!",1
Doon nagkokonsert ang mga kuliglig habang nagtatambol ang mga palaka.,1
Marami na kaming napuntahan ni Titoy sakay ng kaniyang madyik silya.,1
"Mga kuwebang makukulay, mga mansiyon sa gitna ng gubat, at sari-saring lugar na kakaiba.",1
"""Hinihintay na tayo ng prinsesa sa may palayan!""",1
"Balang araw, makabibisita rin ang mga ibang bata kay Haring Pla-Pla.",1
Balang araw ay makikita nilang walang ipinag-iba si Titoy sa kanila.,1
"""Sinabi ko sa inyo kanina na mas mabuti ang mabagal.""",1
"Di kailangan ng gasolina, konting tulak lang--aandar na!",1
Makulay ang upuan nito at kumikinang--ang gara!,1
"Minsan, sasakay lang kaming dalawa sa madyik silya at bigla itong nagiging kotse.",1
"Merong dalawang gulong na di nabubutas, kahit idaan pa sa batong matalas.",1
"""Palay ang itawag mo sa iyong pananim,"" awit ng mga damo na lalong sumigla ang pagsayaw pagbuhos ng malakas na ulan.",1
Mabuti na lang at wala siyang sakay.,1
Palabiro at makulit kagaya ko.,1
"Sa tuwing tumatakbo, walang iwanan.",1
"Saanman magpunta, magkasama kaming dalawa.",1
"""Gusto kong isilang doon ang ating anak.""",1
Kaya ako ang paborito ni Carlo.,1
"Sa tumbang preso, ako ang bida niyang pamato.",1
"""Mukha ka pang matibay at may ibubuga.""",1
"""Mula noon, kahit tumaas at lumago na ang bakod sa pagitan ng bahay-na-kahoy at bahay-na-bato, malaya nang nakapaglalaro ang magpinsan.""",1
"Sa kabila ng pang-aalipusta at pagtanggi ng kanyang ama na pakinggan ang kanyang babala, nanatili siyang matatag at determinado na ipagpatuloy ang kanyang layunin na protektahan ang kanilang lugar mula sa sunog.",1
"Kahit na sa una ay hindi siya pinansin, ang kanyang pagpupursigi at pagtitiyaga ay nagbunga ng pagpapahalaga at pagkilala mula sa kanyang mga kapwa langgam at pinuno.",1
"Sa huli, ang pagiging matapang at matiyagang ipinakita ni Lani ay nagdulot ng pagbabago at pagkakaisa sa kanilang komunidad.",1
Siya ay laging masigasig.,1
Ang mga pagtulong sa anak niya ay marami.,1
"Pati pagtulong sa mga apo, hindi siya pahuhuli.",1
Madami rin siyang karunungan.,1
Siya rin ang lagi sa amin ay nagtuturo.,1
"“Ah! Ako, tinutulungan ko rin sina Inay at Itay sa pagwawalis ng bahay namin.”",1
"""Pagkatapos ng araw na iyon ay lagi na akong lumalabas kasama ang buong pamilya ko.""",1
"""Tama, at pwede rin nating ipanalangin ang ating mga lider, doktor at nars, mga kababayan lalo na ang mga may sakit at ang mga mahihirap at nawalan ng trabaho o hanap-buhay"".",1
“Bakit ka tumutulong mag-ayos ng washing machine?”,1
"""“Iyon namang mga aso na iyon, nagbibigay respeto sa nakatatanda at kapwa aso.""",1
"""Ginawa niya agad ang tama at pinigilan ang mga asong nang-aapi.""",1
"""Pinapakain ni Filix ang mga alaga niyang hayop araw-araw.""",1
"""Pagkalipas muli ng ilang araw, sinurpresa na naman si Filix ng kaniyang tatay ng isa pang isda na pula.""",1
"""Pagkalipas muli ng ilang araw, sinurpresa na naman si Filix ng kaniyang tatay ng isa pang isda na pula.""",1
"""Isang araw habang si Filix ay nasa bahay nila, sinurpresa siya ng kaniyang tatay na si Mang Nards.""",1
“Tumulong ako sa sarili ko sa pamamagitan ng pagtulong sa iba.”,1
“Isa-isang naghimok ang mga katulad ko at sumama sa akin.”,1
"“Nakatulong din sila sa kanilang mga kapwa, at higit sa lahat, nagtaguyod tayo ng isa’t isa.”",1
"“Iyan na ang mga tinatamasa natin sa pagtulong sa isa’t isa,” ani Elias.",1
“Ang kagubatan ay hindi lang tagapagligtas ng kalikasan kundi ng ating pagkakakilanlan.”,1
"“At sa kabila ng mga pagbabagong naganap, tayo pa rin ang nagpapasya sa ating kapalaran.”",1
"“Nasaksihan ko ang pagbabago ng bayan mo, Elias,” aniya.",1
"“Ngunit habang nagtatanim ako ng puno, naisip ko rin ang kinabukasan ng mga anak ko at mga apo.”",1
Ang dating mabalasik na hangin na sumalubong sa akin ay napalitan ng banayad at mabangong simoy.,1
Nagsulputan din ang mga bagong bahay na may maririkit na harding hitik sa mga bulaklak at iba’t ibang uri ng gulay.,1
"Sari-saring huni ng ibon ang maririnig, kasaliw ng lagaslas ng tubig mula sa bukal at ilog.",1
"Sa di kalayuan, pumutok na ang mga bunga ng puno ng kapok, at tinatangay ito ng hangin.",1
Kinailangan ko nang bumalik sa Hawaii.,1
Yun na ang huling pagkikita namin ni Elias sa loob ng mahabang panahon.,1
"Pagkatapos noon, nagkuhanan ng litrato ang mga opisyal, namalikmata sa likas na kagandahan ng gubat.",1
"Napansin ko rin na ikinalat ng hangin ang mga buto kung kaya’t sumibol din ang mga hardin, parang, palumpong, at mga bulaklak sa paligid.",1
May mga ibon na ring dumadapo sa mga puno.,1
"Hindi man sinasadya, malaki ang nagging epekto ng mga puno ni Elias sa unti-unting pagbabagong-anyo ng paligid, na tila walang nakapansin.",1
"Kung iisipin na ang lahat ng ito’y nagmula sa kamay, tiyaga at dedikasyon ng isang taong wala namang pormal na kasanayan, mauunawaan mo na tulad ng Diyos, may angking kakayahan ang tao sa paglikha, at hindi lamang sa pagpuksa.",1
"Dumadaloy na uli ang natuyong bukal, at pati ang ilog ay muling nagkabuhay!",1
"Sa aking murang isipan, nabuhay at nagkahugis ang mapa ng Tierra Verde – ang luntiang kabundukan, mayabong na gubat, sariwang bukal, matatayog ng puno, at mala-kristal na ilog.",1
"Gayun pa man, pabalik-balik lagi ang mithiing makapaglakbay sa Pilipinas, upang tuklasin ang maalamat na bayang lunan ng mga pangarap noon nina Nanay at Tatay at kilalanin nang lubusan ang aking pinagmulan.",1
Masinop ang lahat ng gamit sa loob ng bahay.,1
Malinis ang mga pinggan at nakasabit sa dingding ang mga kawali at kaserola.,1
"Sa nakalipas na tatlong taon, nakapagtanim na siya ng isandaang libong buto ng narra.",1
"""Habang lalo silang nagkakakilala, lumilitaw ang mabubuti nilang katangian at naging mas madaling ipagpalipas na lang ang dati nilang mga hidwaan.""",1
"""Alam ko yata kung kailan nila talagang simulang nakita ang isa’t isa bilang tunay na magkaibigan.""",1
"""Para kina Melo at Lucing, na parehong nag-iisa at sanay nang walang ibang kasama, ",1
"""“Kumusta ka na?” tapat niyang itinanong.""",1
"""Sa mga sumunod na araw, namukadkad sa dalawa ang diwa ng mabuting pakikisama tuwing nagkikita sila sa labas.""",1
"""Pero si Melo, na nabibigatan na sa pag-iisa, ay nagpasyang kumustahin si Lucing sa kanyang kalusugan.""",1
Ngunit sinira ng malakas na bagyo ang kanilang mga bahay sa tabing-dagat.,2
Pagod na ako sa ganitong buhay. Hindi tuloy tayo magkaanak.,2
Ngunit biglang dumating ang tagtuyot.,2
"Matagal na hindi umulan, at natuyo ang lupa.",2
"Namatay ang mga halaman at punongkahoy, at nawala ang mga hayop at ibon.",2
Namatay ang mga isda sa natuyong batis.,2
Ngunit wala pa rin siyang makitang pagkain.,2
"""Pero minsan pwede rin na hindi masaya.""",2
"""Si Lily ay bata pa kaya’t hindi pa niya lubos na nauunawaan ito ngunit siya’y malungkot din sapagkat malungkot si Ate.""",2
"Si Onyok, ang bunsong manok, Ang bukod tanging nagmumukmok.",2
"Ubo, ubo lang ang tunog Na kaya niyang ibuga.",2
Nagtampo na ba ang kaniyang mga ngiti?,2
"""Ako'y hiyang-hiya,"" sabi ni Tipaklong.",2
Hindi malimot ng Prinsipe si Maria.,2
Niyakap siya ng dalawa habang patuloy pa rin siya sa pag-iyak.,2
Walang nagawa si Senyang Kusinera kundi pulutin ang mga pagkain sa sahig.,2
Sayang naman ito. ,2
"Ganoon daw talaga ang giyera - malakas makaubos ng lakas, makapagod ng isip at makalaspag ng kaluluwa.",2
Nasalanta ang buong bayan ng Tierra Verde at halos walang nakaligtas.”,2
"Libu-libo na rito ang namatay, sinira ng daga o hindi nakaligtas sa bugso ng kalikasan.",2
"""Noong tumanda na sina Brownie at Muning, unti-unti silang nanghina at pumanaw.""",2
"""Nauna si Brownie, na hinimlay ni Melo sa lilim ng puno ng mangga.""",2
"""Hindi nagtagal, sumunod na si Muning, na inilibing ni Lucing sa ilalim ng mga bulaklak ng zinnia na hilig niyang gawing palaruan.""",2
"""Sa lubhang lungkot nina Melo at Lucing, parang nawalan ng kulay ang mga hardin.""",2
"""At bago muling pumasok ng bahay, malungkot niyang napansing nanilaw na ang mga pipinong pinagkakaingatan ni Melo.""",2
"""“Hindi ko na rin po ba pwedeng ayusin ang mahabang buhok ng kaibigan kong si Julie?” malungkot na sagot ng bata.""",2
"""Pero akó’y nalungkot dahil umalis na rin ang aking naging kaibigang Hapón.""",2
"""Labis lámang ang aking panghihinayang, sumakabilang-búhay nang maaga ang aking Izumi,” huminang muli ang boses ni Lolo.""",2
"Patawarin mo nawa ako, aking reynang walang korona.”""",2
"""Maghapon lang siyang nakatanghod sa bintana, tahimik na umaasang makapaglalaro muli sa labas.""",2
"""Pinagod niya nang husto ang kaniyang sarili, hanggang isang araw ay tinakasan na siya ng hininga, at hindi na niya ito muling nahabol pa.""",2
"""Pumanaw ang kabiyak ng haciendero noong tag-araw ng ika-anim na taon ng kanilang pagsasama, at naulila ang kanilang munting supling na si Francisco.""",2
"""Mahina ang kaniyang katawan at sakitin, bagamat taglay niya ang ngiti at sigla ng kaniyang ina.""",2
"""Madali siyang mapagod at hindi niya kayang magbabad sa labas ng bahay sa buong maghapon.""",2
"""Ang kaniyang katawan, na mahina na noonpaman, ay nauubusan na ng sigla.""",2
"""Tila tinatakasan lagi ng kulay ang mukha niya, at napapadalas na rin ang pagsisikip ng kaniyang hininga para ipagwalang-bahala pa.""",2
"Kaya mas malas ako kaysa iyo.""",2
"""Waaa!"" biglang iyak ng bulate.",2
"""Bakit ka umiiyak, kaibigan?"" tanong kay Putot ng nagdaraang bulate.",2
Inggit na inggit siya sa mahabang buntot ng iba at ikinahihiya naman ang buntot niya.,2
Awang-awa si Pilandok sa taumbayan,2
Nalanta ang mga dahon at nabulok ang puno nito.,2
Malungkot na malungkot si Matsing.,2
"""Hu! Hu! Hu!"" iyak ni Matsing.",2
habang si Maria ay itinatratong parang alila.,2
Isang kawawang dalaga si Maria.,2
Bata pa siya nang mamatay ang kaniyang ina.,2
Umiiyak si Maria nang marinig niya ang isang matamis na tinig.,2
"Sa tindi ng lungkot, iniutos ng Prinsipe na hanapin ang may-ari ng kabiyak na sapatos.",2
Umiiyak si Maria nang marinig niya ang isang matamis na tinig.,2
Wala ng pera si Donillo.,2
"Kailangan ni Jelina ng gamot,"" malungkot na sabi ng lalaki.",2
Isang araw ay nagkasakit si Jelina.,2
Ang sakit niya ay tumagal at lumubha hanggang naubos ang ipon nila sa pagpapagamot.,2
"Ngunit naisip niya, bakit parang may kulang?",2
Umiyak ako nang umiyak kay Nanay.,2
Kawawang Beybi Dan! Umupo siya at parang maiiyak na!,2
"""Akala naman ni Onyok, Parati siyang pinagtatawanan Ng mga kapwa-manok.""",2
“Bakit ka mag-isa ngayon?”,2
"“Sinuway ko ang utos ni Inay,” malungkot na sagot ni Chonggi.",2
"Sa tindi ng lungkot, iniutos ng Prinsipe na hanapin ang may-ari ng kabiyak na sapatos.",2
"""“Pero minsan pwede rin na hindi masaya.""",2
"""Isa-isang namamatay ang mga alagang hayop ni Filix at inilibing sila sa lupa kung saan naroon ang mga halaman ng kaniyang nanay na si Aling Bea.""",2
"""Noong namatay na ang lahat ng mga alaga niyang hayop, malapit nang umiyak si Filix.""",2
"""Nalungkot ako sa nangyari sa kanya."" ",2
"""Sa bahay, nakita ko ang larawan namin ni Lala at naiyak ako sa nangyari sa kanya.""",2
"""Sayang..."" bulong niya.",2
"Akala ko nilimot mo na ako.""",2
"""At dahil nangungulila na rin si Lucing, kinumusta rin niya si Melo.""",2
"""Dahil parehong nagluluksa sa pumanaw nilang mga alaga, nakahanap sila ng karamay sa isa’t isa.""",2
Nahihirapan ako sa bigat ng aking damdamin.,2
Naiiyak ako kapag naalala ko ang mga masasakit na pangyayari.,2
Laging may lungkot sa aking puso.,2
Nahihirapan ako sa lungkot na dala ng pagkawala ng mahal sa buhay.,2
Masakit isipin na wala nang magagawa para mabawi ang nawala.,2
Ang bawat araw ay parang walang sigla.,2
Nalulungkot ako sa paglipas ng panahon na hindi ko na maibabalik.,2
Napapaluha ako sa pag-alala sa mga masasayang alaala.,2
Nahihirapan ako sa pagtanggap ng katotohanan.,2
Ang bawat araw ay parang walang liwanag.,2
Nababalot ako ng lungkot at pangungulila.,2
Hirap na hirap ako sa pagpigil ng aking luha.,2
Nagdurusa ang aking puso sa bigat ng kalungkutan.,2
Napapaisip ako kung bakit ganito ang tadhana.,2
Laging may luha sa aking mga mata.,2
Nahihirapan ako sa paglipas ng panahon na hindi kasama ang minamahal.,2
Lagi akong nakatulala sa kawalan.,2
Nasasaktan ako sa tuwing naalala ko ang mga pangako na hindi natupad.,2
Lagi akong nababalot ng lungkot kahit sa kaligayahan.,2
Naiiyak ako kapag naaalala ko ang mga pangarap na hindi natupad.,2
Napapagod na ako sa pagtatago ng aking lungkot.,2
Hindi ko kayang pigilin ang sakit na nararamdaman sa loob ng aking puso.,2
Nahihirapan ako sa pagtanggap na wala na ang minamahal.,2
Lagi akong nag-iisa sa aking kalungkutan.,2
Napapaluha ako kapag naaalala ko ang mga pinagdaanan.,2
Nababalot ako ng lungkot sa tuwing naaalala ko ang mga pangako.,2
Ang lungkot ay parang naglalakbay sa aking kalooban.,2
Nahihirapan ako sa pagtanggap na hindi na magbabalik ang dating saya.,2
Naiiyak ako kapag naaalala ko ang mga yakap at halik.,2
Masakit isipin na wala na ang mga dating tawanan.,2
Napapagod na ako sa laban sa lungkot.,2
Nahihirapan ako sa bigat ng nararamdaman.,2
Nalulungkot ako sa paglipas ng bawat araw.,2
Naiiyak ako kapag naaalala ko ang mga pinagdaanan natin.,2
Nahihirapan ako sa pagpapanggap na masaya.,2
Napapaluha ako sa tuwing naaalala ko ang mga pangako natin.,2
Nahihirapan ako sa sakit na dulot ng pagkawala mo.,2
Nasasaktan ako sa tuwing naaalala ko ang mga pangarap nating dalawa.,2
Napapagod na ako sa pagtanggap ng realidad.,2
Naiiyak ako sa bigat ng sakit na nararamdaman ko.,2
Nahihirapan ako sa pagtanggap na wala ka na.,2
Nalulungkot ako sa bawat paglipas ng oras.,2
Napapaluha ako sa tuwing naaalala ko ang mga alaala natin.,2
Nahihirapan ako sa pagpikit ng aking mga mata.,2
Napapagod na ako sa laban sa sakit ng puso.,2
Naiiyak ako kapag naaalala ko ang mga pangarap nating hindi natupad.,2
Masakit isipin na wala ka na sa aking tabi.,2
Nahihirapan akong pigilin ang luha ko.,2
Nararamdaman kong walang silbi ang lahat.,2
Nakakaramdam ako ng bigat sa puso ko.,2
Hirap akong mawalan ng pag-asa.,2
Naiiyak ako kapag naaalala ko siya.,2
Parang wala nang kulay ang mundo ko ngayon.,2
Nararamdaman kong nag-iisa ako sa mundo.,2
Ang sakit-sakit sa pakiramdam ko ngayon.,2
Gusto ko lang magtago at umiyak.,2
Ang lungkot ay bumabalot sa akin ngayon.,2
Nahihirapan akong magpatuloy nang wala siya.,2
Pakiramdam ko'y walang saysay ang lahat.,2
Nakakaramdam ako ng lungkot na hindi maipaliwanag.,2
Parang nawalan ako ng saysay sa buhay.,2
Gusto ko nang bumalik sa nakaraan.,2
Ang pagkawala niya ay sumira sa puso ko.,2
Naiiyak ako kapag naaalala ko ang mga alaala namin.,2
Napakasakit ng nararamdaman ko ngayon.,2
Nahihirapan akong ngumiti sa harap ng ibang tao.,2
Ang sakit-sakit ng pagkalungkot na ito.,2
Parang hindi ko na kayang ipagpatuloy pa.,2
Gusto ko nang lumisan at magtago.,2
Ang pagkawala niya ay nagdulot ng malalim na lungkot.,2
Nararamdaman kong nasasaktan ako nang labis.,2
Naiiyak ako tuwing naaalala ko ang mga pangako niya.,2
Hindi ko alam kung paano ko haharapin ang bukas.,2
Ang puso ko ay basag na basag.,2
Nahihirapan akong mag-move on.,2
Parang wala nang saya sa buhay ko.,2
Nararamdaman kong tila wala nang pag-asa.,2
Nais kong humilata na lang at umiyak.,2
Ang pagkawala niya ay nag-iwan ng malalim na sugat.,2
Nahihirapan akong magpakatatag.,2
Ang sakit-sakit ng nararamdaman ko.,2
Gusto ko nang sumuko.,2
Parang wala nang liwanag sa dulo ng tunnel.,2
Naiiyak ako kapag naaalala ko ang mga pangarap namin.,2
Nararamdaman kong parang nag-iisa ako sa mundo.,2
Ang lungkot ay bumabalot sa akin nang labis.,2
Nahihirapan akong magtiwala muli.,2
Ang puso ko ay puno ng lungkot.,2
Napakahirap mag-isa.,2
Gusto ko nang bumalik sa panahon na masaya kami.,2
Ang pagkawala niya ay parang pumutol sa akin ng kalahati.,2
Nararamdaman kong hindi ko kaya ang lungkot na ito.,2
Naiiyak ako sa tuwing mag-isa ako.,2
Hirap akong tanggapin na wala na siya.,2
Parang nawalan ako ng saysay sa buhay ko.,2
Nahihirapan akong mag-move forward nang wala siya.,2
Nakakalungkot isipin na wala na siya sa tabi ko.,2
Ang lungkot ay sumisiksik sa aking puso.,2
Naiiyak ako kapag naalala ko ang kanyang mga ngiti.,2
Nakakaramdam ako ng lungkot tuwing nakikita ko ang kanyang larawan.,2
Nasasaktan ako sa tuwing naaalala ko ang mga magagandang alaala namin.,2
Napapaluha ako kapag naalala ko ang mga pangako niya.,2
Nakakalungkot ang pag-iisa ko ngayong wala siya.,2
Ang buhay ay tila walang kulay nang mawala siya.,2
Nais kong balikan ang mga masasayang sandali namin.,2
Nakakaramdam ako ng lungkot sa tuwing bumabalik sa akin ang mga sakit na naranasan namin.,2
Ang pagkawala niya ay nagdulot ng malalim na lungkot sa akin.,2
Nais kong yakapin siya at hindi na pakawalan pa.,2
Nasasaktan ako kapag naalala ko ang mga pangarap na hindi na natin natupad.,2
Naiiyak ako kapag naaalala ko ang mga pangako na hindi niya natupad.,2
Ang lungkot ay bumabalot sa akin tuwing natatapos ang araw.,2
Nakakalungkot ang pag-iisa ko sa tuwing gabi.,2
Nagiging mabigat ang puso ko kapag naalala ko ang mga pagkukulang ko.,2
Nasasaktan ako sa bawat alaala na bumabalik sa akin.,2
Naiiyak ako kapag naaalala ko ang mga salitang hindi naiparating.,2
Nakakalungkot ang bawat pag-ibig na hindi nagtagal.,2
Ang lungkot ay bumabalot sa akin tuwing umaga.,2
Napapaluha ako sa tuwing naiisip ko ang kanyang pangalan.,2
Nakakaramdam ako ng lungkot sa tuwing bumabalik sa akin ang mga pangako niya.,2
Ang pagkawala niya ay nagdulot ng malalim na sugat sa akin.,2
Nais kong balikan ang mga sandaling puno ng ligaya.,2
Nakakaramdam ako ng lungkot sa tuwing naaalala ko ang mga pangarap na hindi na natin natupad.,2
Nais kong sumigaw at ipahayag ang sakit na nararamdaman ko.,2
Nasasaktan ako sa tuwing naaalala ko ang mga yakap at halik niya.,2
Ang lungkot ay tila hindi na mawawala sa aking puso.,2
Nakakalungkot isipin na wala na siya sa tabi ko.,2
Nalulungkot ako kapag iniwan ako ng mga kaibigan ko.,2
Mahirap pigilin ang luha kapag naalala ko ang mga masasayang alaala.,2
Nakakalungkot isipin na hindi mo na makakasama ang mga mahal mo sa buhay.,2
Nasasaktan ako kapag naririnig ko ang mga kwento ng pagkawala ng mga mahal sa buhay.,2
Tumitibay ang loob ko sa harap ng mga pagsubok.,2
Masaya ako kapag kasama ko ang pamilya ko.,2
Inspirasyon ko ang mga pangarap ko sa buhay.,2
Nagpapasalamat ako sa mga magagandang bagay sa paligid ko.,2
Nakakatuwa ang bawat araw na may mga bagong pagkakataon.,2
Napapangiti ako kapag nakakatulong ako sa iba.,2
Nagiging mas maganda ang buhay kapag pinapaligaya natin ang ibang tao.,2
Maligaya ako kapag nakakatapos ako ng isang mahalagang gawain.,2
Nagbibigay ng saya sa akin ang pagkakaroon ng mga tunay na kaibigan.,2
Nakakataba ng puso ang pagtanggap ng mga papuri mula sa ibang tao.,2
Lubos akong nagpapasalamat sa mga taong nagsisilbing inspirasyon sa akin.,2
"Kapag may kasamang musika, napapawi ang aking pagod.",2
Masarap ang pakiramdam kapag alam mong nagagawa mo ang iyong makakaya.,2
Napapaligaya ako sa mga simpleng bagay tulad ng pagsasama ng pamilya.,2
Nakakataba ng puso ang makatanggap ng mga regalo mula sa mga mahal sa buhay.,2
Nagiging masaya ako kapag nakakatulong ako sa kapwa.,2
Ang mga ngiti ng mga bata ay nagpapagaan ng aking damdamin.,2
Nakakataba ng puso ang pagmamahal at pag-aalaga ng mga kaibigan.,2
Inspirasyon ko ang mga taong hindi sumusuko sa kanilang mga pangarap.,2
Napapawi ang pagod ko kapag kasama ko ang mga taong mahal ko.,2
Masaya ako kapag nagagawa ko ang mga bagay na nagpapasaya sa iba.,2
Lubos akong natutuwa kapag natutupad ang mga pangarap ko.,2
Nakakatuwang makita ang tagumpay ng mga kaibigan ko.,2
Nakakagaan ng loob ang pakiramdam kapag may nagtitiwala sa iyong kakayahan.,2
Masaya ako sa bawat araw na binibigay sa akin.,2
Nagbibigay ng saya ang pagkakaroon ng magandang relasyon sa pamilya.,2
Inspirasyon ko ang mga taong may malasakit sa kapwa.,2
Napapaligaya ako sa simpleng kasiyahan tulad ng pagbasa ng magandang libro.,2
Nakakataba ng puso ang pagtanggap ng suporta mula sa mga kaibigan.,2
Masaya ako kapag mayroon akong napapasayang ibang tao.,2
Nakakataba ng puso ang pagmamahal at pag-aalaga ng mga magulang.,2
Nagiging mas maganda ang buhay kapag pinagtutulungan natin ang isa't isa.,2
Napapawi ang lungkot ko kapag kasama ko ang mga taong mahal ko.,2
Masarap ang pakiramdam kapag alam mong nagagawa mo ang kabutihan sa iba.,2
Nakakatuwa ang pagkakaroon ng mga kaibigan na handang tumulong sa oras ng pangangailangan.,2
Inspirasyon ko ang mga taong hindi sumusuko sa kabila ng mga pagsubok.,2
Nakakataba ng puso ang pagmamahal at pag-aalaga ng mga kapatid.,2
Napapaligaya ako sa mga masasayang alaala kasama ang mga kaibigan.,2
Nakakataba ng puso ang pagtanggap ng mga mensahe ng pasasalamat mula sa ibang tao.,2
Masaya ako kapag nararamdaman ko ang pagmamahal ng pamilya ko.,2
Nakakatuwa ang pagkakaroon ng mga kaibigan na nagbibigay ng inspirasyon.,2
Inspirasyon ko ang mga taong may determinasyon na abutin ang kanilang mga pangarap.,2
Napapawi ang lungkot ko kapag naglalakbay ako at nakakakita ng magagandang tanawin.,2
Masaya ako kapag naririnig ko ang tawa ng mga taong mahal ko.,2
